ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2021-04-03,-0.03360178241917609,-0.41173320841548317,0.3633663573893485,-0.03360178241917609,-0.03360178241917609,-0.835236835801991,-0.835236835801991,-0.835236835801991,-0.09248954144555029,-0.09248954144555029,-0.09248954144555029,-0.7427472943564406,-0.7427472943564406,-0.7427472943564406,0.0,0.0,0.0,-0.005536335994076482
2021-04-04,-0.03439684456381649,-0.4086324672285193,0.3702453743310902,-0.03439684456381649,-0.03439684456381649,-0.0983840230154312,-0.0983840230154312,-0.0983840230154312,0.6465841429938565,0.6465841429938565,0.6465841429938565,-0.7449681660092875,-0.7449681660092875,-0.7449681660092875,0.0,0.0,0.0,-0.03101274461659176
2021-04-05,-0.035191906708456844,-0.3818978178656951,0.3520184503576616,-0.035191906708456844,-0.035191906708456844,-0.4854588628804897,-0.4854588628804897,-0.4854588628804897,0.25246512281898187,0.25246512281898187,0.25246512281898187,-0.7379239856994715,-0.7379239856994715,-0.7379239856994715,0.0,0.0,0.0,-0.01810768369517311
2021-04-06,-0.03598696885309724,-0.3673083732064538,0.39276913043877115,-0.03598696885309724,-0.03598696885309724,-1.3993365681057666,-1.3993365681057666,-1.3993365681057666,-0.6765280658683461,-0.6765280658683461,-0.6765280658683461,-0.7228085022374201,-0.7228085022374201,-0.7228085022374201,0.0,0.0,0.0,0.014370912638324965
2021-04-07,-0.03678203099773768,-0.4056752054084487,0.3616758634179859,-0.03678203099773768,-0.03678203099773768,-0.4488940012983688,-0.4488940012983688,-0.4488940012983688,0.2521519584283475,0.2521519584283475,0.2521519584283475,-0.7010459597267161,-0.7010459597267161,-0.7010459597267161,0.0,0.0,0.0,-0.020270797927282577
2021-04-08,-0.03757709314237803,-0.369218152582482,0.39694278466071986,-0.03757709314237803,-0.03757709314237803,-0.7202355920889731,-0.7202355920889731,-0.7202355920889731,-0.045989999999440034,-0.045989999999440034,-0.045989999999440034,-0.6742455920895328,-0.6742455920895328,-0.6742455920895328,0.0,0.0,0.0,-0.010512733213994898
2021-04-09,-0.03837215528701843,-0.3800669664014219,0.37042924389956505,-0.03837215528701843,-0.03837215528701843,-0.9803440768683664,-0.9803440768683664,-0.9803440768683664,-0.33619361692296246,-0.33619361692296246,-0.33619361692296246,-0.644150459945404,-0.644150459945404,-0.644150459945404,0.0,0.0,0.0,-0.0007542401347167404
2021-04-10,-0.039167217431658824,-0.36917716416054364,0.3395977148126434,-0.039167217431658824,-0.039167217431658824,-0.7050717248939935,-0.7050717248939935,-0.7050717248939935,-0.0924895414445025,-0.0924895414445025,-0.0924895414445025,-0.6125821834494909,-0.6125821834494909,-0.6125821834494909,0.0,0.0,0.0,-0.011551519877821046
2021-04-11,-0.03996227957629918,-0.4132142029090605,0.3371260103106867,-0.03996227957629918,-0.03996227957629918,0.06520088750463422,0.06520088750463422,0.06520088750463422,0.646584142995098,0.646584142995098,0.646584142995098,-0.5813832554904638,-0.5813832554904638,-0.5813832554904638,0.0,0.0,0.0,-0.0425678556713822
2021-04-12,-0.040757341720939574,-0.38413392557123516,0.3386315365079077,-0.040757341720939574,-0.040757341720939574,-0.2998935769349703,-0.2998935769349703,-0.2998935769349703,0.2524651228173447,0.2524651228173447,0.2524651228173447,-0.5523586997523149,-0.5523586997523149,-0.5523586997523149,0.0,0.0,0.0,-0.028534476725886108
